444.8,87.2,1451.4,269.6,428.7,878.6,351.8,747.9,334.1,
447.2,88.4,1450.4,270.2,430.9,877.4,350.9,747.8,340.8,
446.6,91.5,1449.0,270.3,433.3,878.5,350.5,753.1,340.3,
443.2,87.4,1446.7,271.2,433.6,877.6,350.2,752.4,337.8,
448.0,79.5,1448.2,274.5,428.2,874.7,347.5,748.0,338.9,
445.2,84.7,1444.6,267.6,429.0,875.5,353.7,747.8,346.0,
446.3,86.1,1446.0,267.6,433.9,879.7,356.3,746.8,346.9,
453.3,82.6,1449.9,271.2,437.0,878.3,350.9,755.1,340.1,
446.0,93.0,1452.6,277.1,437.1,883.2,352.6,748.1,337.0,
446.5,96.4,1451.6,277.4,428.2,882.2,358.3,749.9,346.1,
455.9,90.8,1455.9,274.1,432.9,884.8,356.4,751.1,345.3,
449.1,93.5,1446.8,270.7,434.2,882.4,355.0,748.6,339.2,
448.7,90.3,1450.9,271.8,433.8,877.2,347.3,750.7,346.2,
445.2,91.7,1453.4,274.9,436.1,882.4,354.2,754.4,341.9,
451.5,92.0,1456.7,276.0,434.6,880.2,356.0,752.6,342.6,
450.4,91.8,1452.8,277.8,435.5,874.3,352.3,756.0,348.0,
450.0,93.3,1448.9,275.3,437.9,878.0,351.3,753.4,346.3,
445.5,95.7,1452.4,270.0,436.2,881.0,353.4,756.7,343.2,
446.3,86.6,1451.6,274.4,439.2,884.5,354.4,750.2,346.7,
453.1,84.0,1450.1,271.2,437.6,880.5,353.5,755.1,341.6,
448.1,85.3,1450.3,272.1,432.2,881.7,352.4,754.9,339.9,
449.6,88.2,1451.7,278.3,441.1,880.2,353.1,752.3,343.5,
453.3,89.8,1455.1,272.5,431.7,876.1,347.3,756.3,343.6,
448.4,95.0,1453.5,272.0,438.7,880.2,353.2,753.4,343.0,
447.5,88.5,1455.2,273.6,442.7,877.9,354.4,751.3,344.4,
451.5,86.7,1451.4,276.9,435.9,875.8,354.5,752.1,342.6,
453.7,89.4,1457.0,275.6,437.8,881.5,352.0,754.9,340.1,
443.0,96.5,1451.7,277.4,439.8,880.6,355.2,749.6,343.9,
443.7,85.7,1452.5,275.1,438.3,879.0,351.9,748.1,339.1,
448.0,90.8,1449.8,272.4,438.1,880.1,357.0,749.9,343.2,
447.2,91.8,1456.4,269.4,437.2,877.2,351.8,751.5,346.4,
448.7,92.9,1451.8,271.7,435.7,883.1,348.4,750.1,339.3,
452.6,94.9,1452.5,273.6,442.6,884.6,352.5,750.6,344.2,
447.8,95.5,1458.2,273.1,437.5,879.8,352.7,754.3,337.9,
452.6,93.0,1455.5,272.8,437.3,873.3,347.9,752.2,339.1,
446.5,88.8,1449.5,273.5,431.5,876.1,356.0,749.7,344.3,
452.7,94.3,1451.3,273.4,434.8,880.9,354.3,754.3,341.8,
452.2,83.9,1453.6,273.9,431.9,883.7,355.1,750.9,340.9,
448.5,95.6,1445.9,274.5,436.6,870.4,352.7,752.1,340.4,
450.9,93.8,1450.5,270.8,433.0,877.0,349.4,756.1,345.4,
448.6,93.0,1452.1,269.7,434.0,878.7,354.0,759.9,340.1,
447.4,88.4,1447.6,272.4,436.6,881.2,361.2,751.5,346.3,
451.0,93.7,1452.5,273.2,436.1,878.3,354.3,751.7,348.5,
450.0,94.9,1451.0,272.8,435.1,879.9,354.1,754.6,343.4,
452.7,86.2,1456.4,269.9,432.7,878.9,352.7,754.6,342.6,
451.9,91.3,1454.8,270.3,433.9,883.4,351.6,756.0,340.1,
450.9,88.4,1454.0,276.5,430.8,884.1,351.7,751.4,339.6,
450.2,95.4,1449.8,267.7,438.4,878.1,354.7,748.7,343.9,
