596.5,50.8,530.1,321.4,251.8,565.9,717.8,416.8,383.9,0.5,
597.3,57.3,534.4,316.0,236.6,560.4,704.8,399.3,384.0,4.1,
594.2,45.4,536.9,299.6,253.0,545.4,686.0,408.2,371.7,3.3,
597.5,46.4,523.2,316.5,269.3,556.7,705.1,418.6,374.6,7.9,
596.2,52.0,539.0,311.4,246.9,567.6,712.0,425.0,395.9,9.1,
604.3,59.0,545.9,324.5,251.9,574.5,733.8,433.6,405.9,4.1,
600.0,58.5,539.0,319.2,250.9,580.8,718.9,434.1,395.9,8.2,
601.7,52.0,533.9,323.9,266.2,574.8,715.2,430.5,396.1,14.4,
596.7,49.7,540.5,311.1,273.9,571.7,713.4,437.6,392.0,1.9,
600.5,50.7,543.0,328.3,268.5,576.1,722.8,438.9,397.6,7.3,
597.1,60.5,544.5,342.4,264.4,579.1,725.8,435.1,399.9,9.2,
602.3,59.0,544.9,321.0,279.0,588.0,732.0,436.6,390.0,5.3,
598.5,41.3,541.2,333.0,262.4,576.6,720.7,435.4,396.2,7.3,
593.6,48.4,549.3,313.8,269.5,580.9,726.2,436.5,401.8,7.7,
602.1,44.1,542.0,335.8,273.3,579.1,715.4,436.0,400.0,10.3,
599.7,51.7,541.0,334.2,270.6,582.7,719.0,441.6,398.6,5.6,
602.2,48.7,543.0,333.4,257.7,580.7,727.8,440.1,408.2,8.8,
606.2,45.5,533.3,332.6,273.0,587.2,714.8,434.6,398.3,4.7,
603.3,50.1,546.9,326.9,268.8,597.3,720.5,444.0,403.7,7.9,
603.2,61.4,538.7,330.4,274.8,586.9,727.5,440.5,393.6,4.0,
592.4,44.9,549.7,329.8,267.3,589.2,731.8,435.1,386.3,6.9,
602.9,50.5,543.9,334.9,268.5,583.7,729.2,443.2,395.3,5.9,
592.6,46.4,548.6,350.4,276.0,598.4,731.1,436.0,401.5,10.6,
599.6,58.3,550.2,324.8,273.7,585.2,732.4,441.5,397.0,1.6,
598.7,56.5,540.5,328.2,278.7,584.1,716.1,441.3,388.1,2.2,
595.3,50.2,549.9,335.5,273.2,588.9,736.7,438.2,400.9,7.9,
598.7,56.0,546.5,330.3,278.2,586.7,735.3,445.7,403.2,11.4,
600.3,56.5,531.5,337.2,273.4,584.2,737.5,447.3,391.9,6.6,
599.4,48.9,551.8,328.5,268.0,588.3,739.1,441.0,394.6,9.9,
598.7,48.9,550.3,347.3,269.9,594.3,739.2,440.3,397.1,10.0,
593.2,46.5,548.1,340.0,269.6,589.6,737.0,445.0,400.4,6.5,
600.6,37.7,543.8,330.2,282.2,595.3,738.0,430.1,401.2,5.3,
599.4,44.3,553.2,333.3,269.4,588.5,747.7,441.3,403.7,7.8,
600.6,45.9,554.0,329.6,269.5,606.8,733.8,447.7,398.5,6.9,
593.1,49.8,548.1,327.7,274.5,592.0,731.4,453.3,399.3,5.8,
593.1,53.0,551.8,333.9,279.2,595.8,747.3,442.7,395.0,7.3,
595.0,48.6,558.3,332.3,290.5,575.5,740.6,454.8,410.8,6.5,
595.8,61.3,552.4,336.4,270.8,583.9,740.7,450.2,395.4,7.0,
596.8,58.5,545.6,331.8,281.2,588.1,743.6,450.0,400.9,5.8,
604.7,48.6,549.4,329.9,276.6,593.5,738.8,441.9,398.2,3.3,
590.2,54.5,552.8,333.4,277.2,596.6,737.7,450.5,399.4,7.9,
594.4,48.0,542.9,342.4,267.3,594.2,730.9,434.4,400.6,7.8,
595.3,53.2,543.6,332.8,280.3,587.0,737.9,439.0,398.9,4.5,
604.5,46.9,557.2,336.5,277.7,588.1,737.3,445.9,386.9,8.0,
600.1,54.7,552.0,341.1,284.1,583.7,743.5,448.3,392.7,3.0,
602.2,48.2,556.0,338.6,278.4,587.3,751.8,445.2,398.6,4.9,
593.7,53.7,552.2,347.0,288.8,599.1,741.9,439.5,396.5,4.6,
597.7,55.6,552.3,333.0,290.5,587.5,737.7,436.8,402.6,3.8,
597.3,52.4,546.7,334.3,281.5,592.9,736.2,446.9,404.1,9.9,
597.8,48.6,547.2,339.5,278.8,595.0,735.9,439.1,395.1,5.5,
595.5,53.4,546.2,332.4,280.3,589.2,742.4,445.2,397.1,2.8,
602.1,52.1,558.8,339.2,285.7,597.3,734.8,436.3,398.4,6.4,
596.2,49.0,555.7,346.5,284.1,590.2,743.1,449.3,394.6,7.8,
599.5,80.4,559.0,333.4,285.4,592.0,747.8,444.0,402.9,3.4,
602.9,52.5,546.0,343.5,282.5,601.6,732.3,438.6,394.0,3.6,
605.3,54.4,546.0,344.5,281.1,606.0,730.9,430.6,393.1,2.0,
600.8,54.1,559.0,342.6,280.7,595.2,739.0,451.7,411.9,4.6,
608.0,51.4,562.2,338.0,274.8,589.3,734.4,448.5,393.3,0.2,
604.2,52.6,553.6,341.7,273.4,588.4,744.2,441.8,397.3,1.9,
614.9,54.2,559.9,340.5,279.9,595.1,735.5,435.3,392.8,4.4,
603.4,47.8,560.6,346.8,276.0,579.3,747.7,443.0,398.6,7.4,
594.1,49.7,550.4,337.0,283.6,593.8,739.5,435.5,394.8,4.2,
592.9,57.2,554.5,346.8,286.4,589.0,734.1,442.1,402.5,3.4,
592.8,64.1,563.8,344.5,288.5,594.9,734.5,433.7,391.3,4.8,
600.9,62.1,551.0,343.1,278.7,596.7,742.5,443.0,395.3,11.0,
610.3,61.3,557.0,342.1,285.1,595.5,747.3,451.0,399.8,3.3,
602.7,61.5,558.7,348.2,283.8,595.1,740.0,440.1,405.5,4.1,
593.3,62.2,555.1,345.3,279.3,592.8,746.8,437.6,398.1,4.9,
603.6,56.9,551.6,341.3,283.9,590.4,736.8,435.9,391.9,3.8,
604.0,61.9,557.6,347.5,275.9,590.8,739.2,437.8,394.1,0.4,
602.4,58.4,564.3,349.7,276.3,598.8,741.6,433.9,401.6,3.7,
607.0,57.0,554.0,345.4,278.1,583.4,740.1,441.1,382.0,1.1,
599.0,57.2,559.8,332.3,275.2,595.1,747.1,443.3,404.6,1.1,
600.8,64.5,560.6,329.1,282.1,592.0,732.5,441.2,396.1,2.5,
610.0,63.4,565.9,343.5,278.6,597.4,731.3,440.0,401.4,2.9,
604.6,50.9,557.6,349.0,273.9,596.0,743.6,433.7,403.2,1.7,
605.3,57.6,566.0,347.6,279.4,594.3,738.5,444.9,388.0,0.0,
598.0,63.3,563.4,346.8,283.2,606.3,735.5,440.7,404.7,4.0,
615.3,62.6,560.3,344.4,279.0,587.3,754.0,446.1,403.4,6.6,
615.5,66.5,556.3,347.0,281.3,589.1,739.6,438.9,394.1,3.9,
597.8,63.0,567.5,350.6,281.5,594.6,733.8,448.2,405.6,0.6,
613.1,66.7,563.0,340.9,267.2,586.2,737.8,446.2,401.1,0.0,
615.9,63.5,560.2,349.4,288.3,590.7,735.3,436.2,395.9,0.1,
603.6,52.9,565.5,341.1,285.7,590.6,742.3,442.1,385.2,0.9,
598.9,62.3,557.5,346.9,275.6,594.4,742.2,445.6,391.0,4.5,
601.2,60.7,559.5,349.2,281.1,588.2,742.0,440.9,383.3,2.0,
617.9,58.4,548.4,343.1,281.8,590.4,739.8,438.3,391.3,3.1,
602.7,56.8,558.6,338.9,287.1,594.4,744.3,441.9,386.1,2.1,
606.7,60.9,564.7,349.5,273.3,589.0,748.9,435.2,383.8,4.0,
607.3,66.7,559.4,344.3,279.6,587.3,733.9,434.5,390.7,0.8,
605.4,62.6,552.9,337.2,267.3,592.2,738.1,435.8,388.8,1.1,
606.3,61.7,560.9,344.6,279.4,584.4,736.5,434.0,388.7,0.0,
609.6,61.4,556.5,343.0,276.4,596.5,739.4,435.1,387.6,3.8,
615.0,56.6,555.4,338.8,275.5,591.7,729.8,436.9,382.7,3.9,
602.8,65.7,563.8,348.0,280.2,593.3,736.1,436.0,379.3,1.6,
606.6,63.3,558.9,343.2,278.2,589.6,741.7,435.2,376.0,1.9,
611.2,61.6,562.0,346.3,271.5,589.8,733.2,432.0,383.9,2.6,
622.0,70.5,556.8,349.1,260.9,582.5,739.7,423.1,383.1,1.7,
606.7,61.9,557.3,333.1,287.6,595.3,733.3,435.1,382.7,2.5,
608.8,60.1,557.4,346.0,281.8,587.5,731.3,432.0,390.9,1.3,
606.3,72.8,561.5,335.3,280.2,594.9,732.4,430.3,376.2,3.3,
612.4,70.7,565.7,350.4,277.3,589.2,732.7,423.9,371.4,3.5,
614.3,64.1,549.6,353.8,281.5,590.0,728.3,422.0,371.8,0.3,
606.9,63.7,560.4,346.1,276.9,587.5,731.4,426.9,376.6,1.4,
