620.5,751.6,384.4,585.8,520.2,
624.5,782.3,377.6,576.1,517.5,
612.7,775.8,380.3,581.3,509.4,
617.0,780.8,378.1,588.5,510.7,
622.1,776.3,381.6,584.5,512.4,
625.6,779.1,372.9,583.5,518.1,
607.1,785.7,382.0,578.3,514.4,
605.4,787.2,377.0,585.3,514.4,
602.8,787.4,375.8,581.6,523.5,
603.8,783.0,375.6,585.1,514.0,
590.6,782.5,388.6,583.8,518.3,
606.6,778.8,380.6,581.2,512.6,
592.6,788.3,374.4,580.9,511.6,
601.3,783.9,378.6,580.9,513.8,
604.2,786.8,382.1,581.3,513.4,
605.8,796.1,384.6,582.3,517.6,
603.0,786.6,384.8,585.7,511.8,
605.8,788.8,380.0,585.5,516.2,
597.8,789.7,383.7,581.8,510.6,
601.3,788.4,384.2,578.9,515.9,
601.1,796.9,387.4,585.0,510.4,
604.3,786.2,383.7,580.5,523.3,
605.5,789.5,385.9,577.0,510.7,
604.0,786.6,384.3,573.9,508.6,
600.8,789.8,385.3,579.1,510.1,
611.8,790.8,389.5,583.4,515.0,
600.1,785.8,381.9,576.0,509.3,
597.1,789.3,392.8,582.0,506.4,
599.9,793.6,387.4,583.9,495.3,
608.9,792.7,386.1,576.9,492.7,
599.4,794.5,387.0,581.5,488.4,
602.8,791.1,383.6,579.1,475.0,
607.2,791.1,391.0,582.2,471.5,
608.4,792.2,386.6,580.2,465.7,
603.6,795.0,388.1,585.3,468.9,
599.4,789.6,386.0,582.7,472.9,
610.1,796.2,387.6,583.7,480.8,
608.1,794.4,387.1,580.2,469.4,
608.8,805.3,395.0,584.0,493.1,
608.9,795.3,392.4,582.2,482.8,
603.7,798.1,391.5,582.4,487.0,
609.4,800.6,386.7,578.9,487.4,
609.6,800.4,385.9,569.7,483.8,
610.2,795.8,390.8,574.2,480.5,
618.0,798.7,389.5,571.5,463.5,
610.2,796.3,385.2,551.8,480.2,
615.7,794.9,388.1,559.5,476.7,
620.3,798.7,385.2,546.9,470.0,
616.2,793.8,382.2,546.1,480.9,
616.0,798.1,390.3,539.6,480.2,
612.8,790.5,387.6,540.8,491.0,
618.1,797.8,388.5,538.4,485.5,
613.4,794.7,390.5,548.7,496.2,
616.6,794.1,385.1,541.0,495.3,
614.9,802.9,380.6,555.5,497.0,
611.2,795.7,389.3,562.1,511.1,
617.4,792.2,395.5,564.3,508.2,
615.6,795.3,384.4,556.5,493.9,
614.0,797.6,389.6,558.2,504.4,
621.1,799.0,385.5,553.8,503.4,
619.7,792.9,387.3,541.7,489.9,
620.2,790.8,379.4,551.6,495.3,
616.5,791.7,387.6,534.4,499.4,
612.8,790.2,386.1,551.9,495.1,
615.2,793.3,384.1,549.5,500.8,
611.6,790.3,389.6,556.6,501.8,
612.8,791.8,379.0,554.4,506.8,
612.8,801.2,374.0,563.8,510.4,
609.1,787.9,376.2,556.9,510.6,
607.4,791.4,368.4,564.2,515.6,
608.9,793.3,361.9,564.4,510.9,
608.2,793.8,364.0,555.0,514.7,
611.6,794.9,347.7,573.6,531.2,
607.2,786.3,350.1,564.7,515.6,
618.7,800.3,353.8,570.2,524.8,
614.0,794.4,350.4,566.5,520.1,
616.2,781.0,340.8,563.0,516.6,
615.1,783.2,349.2,567.5,521.9,
618.7,780.4,355.7,570.2,518.5,
616.6,771.6,353.5,567.0,526.1,
616.1,767.5,360.1,570.0,530.3,
616.5,757.9,355.7,579.4,535.4,
615.0,764.6,354.2,577.9,538.8,
617.1,753.4,369.5,578.6,525.4,
609.8,761.6,360.0,574.8,522.5,
613.0,765.7,362.0,591.4,530.1,
613.6,747.9,346.9,590.2,534.9,
609.3,764.9,363.6,590.8,534.0,
617.3,763.5,347.5,582.4,530.9,
609.9,778.9,365.4,586.5,521.3,
615.5,767.1,358.2,583.7,528.0,
612.8,766.4,355.2,598.7,537.3,
609.9,769.5,361.1,591.4,532.3,
608.6,775.6,361.1,589.9,538.5,
603.5,758.7,367.9,601.4,532.7,
591.1,762.4,369.1,592.9,528.4,
590.3,763.7,372.4,590.2,541.3,
584.6,758.2,371.9,588.4,540.7,
586.9,764.5,373.8,589.1,534.5,
574.1,775.8,366.3,584.8,538.3,
569.8,763.3,374.3,584.6,538.7,
564.1,781.3,370.0,598.7,534.2,
580.5,781.0,357.5,592.5,540.6,
576.9,775.9,376.1,593.4,540.4,
581.4,780.1,368.2,594.6,544.6,
585.3,779.3,375.5,589.9,539.8,
582.1,779.3,374.4,602.3,533.6,
584.3,785.8,381.1,597.9,533.8,
603.4,773.5,376.4,595.2,540.5,
596.5,779.6,381.3,601.8,540.7,
605.3,790.3,382.4,594.9,539.4,
607.0,784.7,382.5,602.7,534.2,
586.3,785.7,388.4,602.6,538.5,
583.1,786.7,382.6,601.8,536.9,
590.5,789.3,387.6,595.7,542.5,
571.7,793.6,395.9,601.1,538.0,
594.8,779.1,390.9,598.7,537.1,
598.3,786.1,392.4,599.0,536.0,
593.2,787.5,397.0,602.5,535.9,
599.9,787.9,391.3,601.7,535.8,
601.9,783.8,395.2,607.3,531.9,
607.0,795.0,393.4,607.9,540.5,
609.1,793.3,393.1,604.8,539.6,
604.5,809.0,397.0,605.4,539.0,
616.8,797.1,389.2,608.4,540.3,
619.6,787.3,389.5,604.7,541.1,
609.8,796.0,396.6,603.0,531.4,
605.3,805.6,386.6,604.7,539.1,
607.3,810.0,398.8,602.1,538.8,
609.8,805.1,394.0,600.6,542.8,
606.8,798.7,403.7,594.3,541.6,
619.0,801.8,400.3,602.2,540.7,
618.1,811.9,396.4,606.9,539.9,
613.4,801.4,406.1,608.4,543.9,
613.2,801.4,395.1,601.7,536.9,
623.0,802.7,405.8,598.4,542.7,
627.8,817.5,407.2,608.7,534.9,
639.7,804.5,410.9,610.4,535.4,
628.9,801.6,409.6,610.7,538.4,
626.5,807.3,405.4,604.8,541.5,
634.3,807.5,402.8,604.8,529.2,
638.6,808.4,414.0,607.7,540.3,
637.1,797.8,408.5,608.3,538.6,
633.9,807.3,403.1,601.9,540.3,
638.8,801.2,401.4,599.7,539.6,
634.5,803.2,411.4,605.6,537.9,
633.3,799.3,403.7,609.8,537.7,
633.1,809.7,410.1,611.2,537.1,
631.7,814.1,410.5,601.5,539.2,
635.1,813.9,411.4,612.3,535.2,
638.9,814.0,407.5,603.1,537.9,
631.8,806.6,406.1,603.4,534.5,
637.5,815.2,411.8,601.6,535.7,
638.2,820.4,412.3,600.8,532.1,
644.5,817.8,405.3,606.4,528.7,
649.8,817.1,412.8,605.7,538.6,
634.6,820.1,406.0,607.7,541.5,
639.5,815.6,409.1,610.4,540.9,
645.0,810.8,412.1,605.8,532.7,
643.3,819.4,415.0,608.3,534.7,
649.2,818.3,410.9,607.0,536.1,
648.6,810.8,410.9,607.0,534.7,
650.8,819.9,410.4,601.6,534.3,
646.5,815.8,408.5,608.9,530.8,
642.1,815.1,408.9,605.6,538.7,
639.1,820.8,407.2,611.0,534.2,
648.3,818.2,412.8,605.6,531.2,
650.0,822.3,408.2,604.0,532.6,
647.4,824.4,408.8,606.1,546.3,
636.2,823.4,411.8,596.2,555.7,
646.4,819.2,408.6,609.6,551.9,
649.8,820.5,406.6,603.6,560.4,
647.9,821.2,412.9,603.5,561.5,
644.4,815.6,413.0,602.9,562.3,
654.2,819.4,408.0,606.9,573.2,
642.4,820.4,403.7,600.5,573.5,
647.7,818.4,410.7,599.1,552.6,
649.2,812.2,407.0,599.4,579.9,
646.7,823.1,411.9,604.5,559.8,
651.5,817.2,407.9,600.7,565.2,
