95.6,530.7,906.5,857.3,
99.4,523.7,909.5,854.3,
101.7,527.7,908.0,857.3,
111.0,527.2,908.3,854.1,
100.7,530.1,904.9,859.4,
103.1,530.7,903.6,861.4,
95.6,528.2,909.6,863.6,
101.0,529.3,911.3,857.3,
95.7,533.9,900.6,862.4,
112.8,530.9,904.2,858.1,
103.6,529.0,901.5,861.2,
108.9,533.2,905.3,859.7,
99.9,532.4,907.5,858.3,
101.7,526.7,906.6,860.4,
106.8,536.0,905.9,856.9,
107.5,530.4,912.4,860.7,
97.1,534.3,908.7,861.4,
107.0,530.1,897.8,853.6,
111.5,527.4,905.6,861.3,
111.5,528.6,908.6,857.5,
108.1,535.4,900.2,857.6,
101.7,536.7,906.5,851.8,
112.2,527.9,907.4,854.9,
111.2,533.0,906.0,855.5,
110.1,531.8,909.1,859.3,
107.9,535.5,906.8,860.3,
113.0,528.3,907.8,858.5,
109.1,536.4,903.4,852.1,
107.7,527.1,905.9,858.7,
106.3,528.7,906.4,855.7,
108.4,534.0,912.1,855.4,
113.7,529.5,907.2,850.1,
106.9,534.4,909.4,859.7,
107.1,533.0,904.4,858.8,
104.2,533.0,912.9,854.7,
103.6,531.4,906.0,855.3,
112.2,528.7,910.4,853.6,
112.3,527.3,909.7,857.0,
106.6,533.1,906.5,860.2,
108.8,530.5,917.6,853.8,
105.0,533.5,905.0,860.1,
116.2,531.1,905.5,861.6,
117.2,527.8,904.4,854.0,
105.5,532.8,908.1,862.4,
110.9,532.6,908.1,852.0,
106.7,532.2,912.7,854.4,
115.1,533.8,910.6,857.4,
113.4,534.0,900.4,864.9,
112.5,527.6,903.1,856.2,
109.9,531.8,907.2,857.7,
106.6,528.9,906.2,853.4,
112.1,532.7,902.3,858.1,
110.3,539.2,906.3,853.5,
113.6,534.4,909.3,848.1,
113.4,528.8,905.5,855.7,
114.8,529.8,907.6,853.0,
114.4,537.3,906.5,848.6,
107.3,536.6,906.6,848.2,
109.2,529.7,909.5,858.8,
115.5,533.6,905.1,858.2,
108.4,536.7,909.5,857.9,
109.2,531.3,907.0,858.3,
108.3,531.8,901.0,859.9,
114.5,534.6,912.6,856.0,
115.2,528.6,908.0,854.9,
112.5,532.8,906.2,862.6,
113.8,537.9,910.1,857.3,
108.1,542.8,901.1,855.2,
108.4,532.3,910.6,859.1,
109.6,535.4,910.3,865.7,
111.6,525.8,903.7,866.3,
108.6,531.7,903.3,865.9,
115.2,532.3,907.5,856.8,
106.2,533.1,908.7,865.2,
109.6,529.8,912.4,866.9,
117.0,538.1,905.2,861.4,
111.2,529.3,908.5,868.8,
110.5,530.7,903.4,856.2,
108.1,531.6,912.3,862.9,
110.9,535.0,906.1,862.5,
104.5,527.4,915.7,870.6,
115.7,539.5,904.1,869.2,
104.6,534.9,909.9,871.3,
114.6,535.4,913.8,870.9,
108.5,535.3,903.4,863.6,
109.7,532.2,905.7,869.2,
112.7,530.9,909.2,871.8,
114.8,538.0,908.9,866.5,
113.6,532.2,905.6,866.6,
116.6,531.3,911.2,866.3,
114.4,530.4,907.8,870.2,
115.1,533.7,908.3,874.5,
116.9,533.6,907.4,872.6,
108.2,532.7,907.1,865.7,
107.4,535.8,909.8,864.6,
110.4,533.3,901.6,874.6,
114.0,533.4,908.0,868.5,
111.3,532.0,910.2,874.0,
109.1,535.4,908.6,873.6,
112.8,533.7,908.9,872.1,
104.8,529.1,906.8,871.3,
115.8,533.2,905.6,864.0,
116.1,529.6,908.4,877.2,
106.8,531.4,906.8,875.2,
110.7,525.9,902.1,868.7,
111.3,528.9,901.6,872.2,
104.4,533.6,905.4,876.7,
108.3,532.1,903.7,872.2,
113.1,516.0,908.4,873.0,
111.4,538.0,902.0,864.1,
108.8,529.8,904.7,867.8,
109.4,529.3,899.8,867.2,
119.0,534.6,900.9,862.5,
111.3,533.3,904.7,877.2,
111.7,527.9,906.0,872.0,
120.3,525.3,905.4,872.5,
111.3,537.0,901.2,875.1,
119.0,533.1,902.0,871.7,
107.8,532.1,903.5,874.5,
115.0,532.9,908.0,872.1,
109.8,530.4,904.2,867.9,
106.5,527.4,903.9,867.0,
115.3,532.5,906.8,872.1,
105.9,530.7,901.8,867.5,
103.8,526.3,905.8,860.1,
110.8,531.0,910.8,858.7,
115.4,532.7,906.0,869.7,
107.0,528.5,906.8,866.2,
116.3,525.4,908.2,864.1,
106.9,526.5,903.6,865.1,
108.3,529.8,909.0,862.7,
109.3,533.4,905.8,861.7,
109.7,534.1,902.3,859.3,
116.8,528.5,907.0,859.8,
107.8,530.0,909.3,849.6,
118.7,532.7,909.9,860.3,
111.0,525.6,908.0,861.0,
112.4,531.5,901.5,868.6,
108.6,530.0,911.2,852.5,
115.9,521.9,904.6,860.1,
109.5,531.7,911.9,855.9,
106.4,539.1,900.8,857.8,
114.9,531.3,905.9,858.0,
108.2,531.4,906.2,860.3,
110.8,527.2,904.9,861.0,
106.8,532.9,902.5,863.1,
107.9,529.4,906.4,857.6,
110.1,528.2,903.5,858.4,
108.4,532.6,905.5,859.4,
104.8,524.9,907.5,851.4,
111.1,528.8,917.5,857.0,
106.7,534.0,899.6,852.6,
113.6,530.3,909.1,857.4,
110.7,528.4,910.5,856.3,
108.7,537.0,909.9,862.4,
104.0,535.9,907.1,857.1,
109.5,529.1,903.4,858.1,
111.7,526.2,908.0,857.4,
109.8,531.5,906.8,855.9,
107.3,531.3,905.7,857.3,
110.2,535.4,904.5,863.3,
108.6,530.4,907.7,851.4,
111.0,530.0,908.3,856.0,
109.4,526.4,905.7,862.8,
116.7,531.1,902.4,857.7,
112.7,530.7,907.9,853.3,
114.1,525.6,910.3,859.2,
114.3,533.3,906.6,857.5,
110.3,531.1,906.3,858.9,
112.2,538.6,912.9,859.6,
116.1,532.6,908.9,858.2,
115.4,528.2,894.9,857.0,
102.7,534.1,907.0,856.8,
105.7,536.0,904.9,855.4,
110.6,535.0,903.7,856.7,
107.0,531.6,906.1,855.7,
105.3,530.0,903.6,855.2,
111.5,534.3,911.7,852.6,
114.7,532.6,901.4,855.7,
109.5,526.8,907.3,856.0,
109.7,524.8,906.7,849.2,
106.3,530.4,910.1,858.9,
113.7,532.1,908.4,854.5,
103.9,528.4,909.3,859.5,
105.0,528.1,908.1,859.5,
107.2,535.2,909.4,854.6,
104.4,531.0,903.5,858.2,
107.5,535.6,914.7,858.1,
109.7,532.3,908.6,855.6,
109.4,531.2,905.7,855.9,
102.6,533.9,905.0,860.2,
107.2,532.6,901.1,856.8,
114.1,530.9,905.8,858.5,
129.1,523.1,905.4,857.7,
107.3,533.0,905.7,860.5,
105.6,532.2,911.4,862.1,
117.4,529.6,904.6,862.2,
109.7,527.6,904.0,854.6,
119.5,532.3,903.0,852.5,
106.7,527.6,903.8,855.7,
112.4,533.2,907.3,852.6,
106.9,531.6,903.8,866.7,
100.1,528.3,911.8,860.9,
111.7,532.4,907.1,857.0,
99.8,530.3,909.4,852.1,
116.3,534.3,908.3,857.2,
106.2,534.4,911.7,864.2,
112.5,531.2,911.6,861.0,
108.9,535.1,907.1,855.9,
104.4,530.5,906.6,861.1,
110.5,529.5,905.7,857.7,
105.0,533.4,904.2,868.2,
97.0,527.7,909.8,859.2,
101.8,530.1,908.8,855.3,
96.9,533.3,908.6,861.4,
95.4,532.5,910.5,857.8,
98.2,530.5,904.4,862.9,
95.7,525.0,902.8,863.4,
116.7,527.6,908.9,858.7,
93.3,534.6,906.1,865.1,
90.6,522.2,904.3,858.4,
99.5,523.6,905.1,859.2,
91.6,519.6,905.1,863.3,
89.1,528.7,903.7,860.8,
97.5,528.0,907.1,859.4,
94.2,524.8,911.9,861.7,
91.0,523.9,906.1,866.4,
102.9,531.2,909.7,856.7,
99.7,532.3,906.4,864.1,
101.9,533.9,903.8,863.9,
103.7,525.0,904.6,865.7,
98.1,516.5,908.6,857.4,
94.0,522.4,900.6,860.3,
104.8,532.8,906.4,856.3,
98.3,528.5,915.0,851.2,
100.5,533.6,904.6,863.2,
94.6,531.7,907.1,861.7,
87.1,526.9,905.1,861.6,
94.1,528.7,899.4,862.5,
95.5,529.6,901.6,861.4,
100.0,532.5,903.5,863.4,
93.8,528.6,909.9,863.6,
93.2,533.1,902.3,862.7,
91.9,527.7,907.7,857.9,
100.1,524.1,908.3,858.5,
87.1,523.1,905.5,862.6,
85.0,524.4,906.0,858.9,
94.2,526.4,905.1,852.8,
88.5,526.7,901.7,861.2,
85.8,516.5,901.1,860.3,
83.5,521.9,902.3,862.7,
78.2,531.3,907.3,857.1,
79.0,527.5,901.6,858.6,
90.8,527.9,903.2,863.8,
75.2,526.6,903.5,866.8,
74.1,516.6,904.1,854.6,
82.3,505.1,897.5,857.4,
75.4,518.1,908.2,857.0,
64.7,513.6,899.1,856.7,
74.0,519.7,901.1,856.7,
72.5,530.5,898.9,866.4,
78.8,514.5,903.5,852.5,
72.3,526.7,904.7,855.9,
68.1,519.1,902.7,863.0,
74.0,516.9,891.5,850.9,
76.7,516.7,898.5,853.9,
80.2,520.5,899.3,852.3,
64.9,511.8,896.9,852.6,
74.2,518.6,894.3,856.3,
71.9,514.6,900.5,859.3,
76.7,512.4,900.7,857.8,
82.0,515.3,890.5,856.2,
76.2,506.6,891.6,857.5,
71.0,525.4,891.7,860.8,
50.5,516.9,889.8,862.5,
68.8,522.5,892.5,856.3,
60.9,517.8,892.0,861.7,
62.9,503.5,889.1,856.4,
55.2,507.6,897.1,856.5,
50.2,512.8,896.2,855.2,
50.7,527.7,891.0,847.4,
55.6,518.8,881.2,855.2,
58.5,518.4,892.8,857.8,
57.5,519.2,897.5,862.1,
57.9,504.4,894.3,841.5,
58.8,505.6,893.8,849.6,
65.3,506.4,897.0,859.7,
65.2,494.5,896.3,855.7,
52.8,507.0,880.1,857.0,
61.1,496.0,884.0,850.5,
68.7,498.0,883.5,839.6,
62.4,489.7,888.3,859.6,
65.2,489.2,888.7,850.6,
65.3,497.1,879.5,844.9,
48.4,485.9,871.8,838.8,
55.3,487.4,886.4,849.7,
56.5,489.9,891.1,853.0,
42.0,485.9,878.9,846.7,
53.8,494.2,872.6,847.3,
68.0,496.2,882.5,849.2,
67.0,483.8,880.7,838.7,
63.7,496.5,882.5,853.8,
72.8,500.6,874.5,837.7,
81.7,484.6,875.1,836.6,
80.1,484.4,865.2,847.1,
93.3,489.7,874.5,846.5,
84.6,474.0,871.5,834.0,
89.7,492.1,861.7,850.8,
87.3,480.8,875.1,841.5,
90.0,468.4,875.2,841.1,
90.3,481.3,877.2,841.4,
89.9,484.3,874.3,838.3,
90.2,473.2,873.1,831.1,
89.0,472.1,869.7,859.4,
91.8,478.1,863.7,831.5,
87.1,482.4,870.2,827.2,
96.7,492.3,858.5,834.0,
96.4,483.8,862.1,823.1,
91.1,473.9,860.3,830.8,
96.3,486.3,856.4,834.0,
89.3,483.1,856.9,825.4,
92.1,470.9,859.1,826.6,
85.8,474.9,849.5,828.3,
95.4,473.3,863.2,820.0,
92.1,462.6,856.7,811.9,
97.0,476.2,861.4,811.8,
95.6,480.3,859.0,813.3,
93.4,483.4,856.0,828.5,
96.0,497.7,860.2,822.4,
84.6,487.9,854.1,816.9,
94.8,500.7,856.1,817.9,
96.2,503.4,851.5,829.0,
89.8,509.6,842.1,808.0,
91.3,509.7,848.2,811.5,
93.7,507.5,857.7,816.6,
92.7,514.5,866.5,802.6,
93.5,507.6,860.5,804.1,
91.7,518.5,869.6,801.6,
90.6,506.4,879.7,811.6,
97.5,515.2,874.2,802.3,
94.1,507.8,883.5,811.9,
89.1,514.3,887.5,791.3,
87.9,507.0,882.1,808.1,
91.1,511.3,886.8,807.4,
92.4,515.8,893.8,808.8,
91.9,513.2,888.0,806.5,
95.3,510.0,884.5,804.4,
90.8,511.2,890.7,810.6,
