387.9,412.7,224.9,318.8,340.4,
398.0,413.1,219.2,338.8,317.9,
381.1,443.0,245.0,340.3,355.7,
399.6,439.3,237.4,337.8,338.7,
356.5,445.1,230.0,316.8,337.9,
403.9,462.6,213.4,345.1,350.6,
387.0,434.8,246.5,350.0,353.7,
397.8,434.9,268.8,319.7,284.2,
403.0,442.6,234.5,353.7,336.8,
393.6,454.3,238.1,350.5,329.5,
397.0,428.4,234.5,336.2,335.8,
393.2,436.9,253.8,335.8,329.3,
386.2,436.9,241.7,333.8,321.9,
419.8,430.3,239.9,345.7,327.2,
406.9,456.1,240.5,330.6,338.9,
381.6,501.3,241.0,353.6,313.5,
423.9,425.9,236.6,340.1,331.9,
413.1,445.4,231.4,332.3,337.2,
396.1,496.5,252.3,332.4,333.7,
360.1,451.8,276.8,317.3,347.3,
365.2,449.7,211.0,338.3,301.9,
362.8,429.4,240.1,347.8,321.0,
402.0,474.3,217.2,310.2,335.8,
398.3,458.8,250.9,337.8,325.5,
351.0,459.6,259.4,350.4,344.4,
442.8,425.7,284.8,370.4,346.8,
383.6,472.4,226.2,325.9,303.0,
407.9,454.0,269.0,322.6,350.2,
386.7,445.5,234.7,346.3,336.6,
416.4,440.2,268.3,318.0,303.3,
364.0,448.7,235.3,332.2,340.7,
432.1,437.4,241.8,319.4,337.3,
403.0,458.0,219.1,331.7,290.5,
388.7,430.2,245.8,341.5,354.2,
359.4,427.4,227.7,369.4,299.8,
405.3,422.3,247.9,349.0,361.1,
398.8,476.4,294.6,352.4,290.5,
368.0,463.0,253.6,336.8,349.6,
406.0,438.1,231.6,320.9,301.1,
424.8,443.6,226.0,314.8,319.8,
430.3,402.6,169.9,312.7,312.4,
378.3,434.7,271.4,309.5,286.6,
414.4,429.6,240.9,320.9,314.6,
399.5,470.6,246.4,364.6,321.8,
401.5,444.1,244.7,314.4,325.1,
386.0,447.4,252.8,299.3,325.4,
409.9,435.8,236.4,324.1,339.2,
379.0,433.8,238.9,297.8,332.4,
410.7,461.4,229.7,315.3,338.0,
409.7,437.0,265.0,327.4,316.7,
414.8,452.2,226.2,309.4,327.8,
421.5,460.2,234.9,332.3,321.7,
399.3,461.0,247.4,318.3,329.4,
410.2,430.1,205.0,314.2,334.6,
409.7,426.1,273.6,311.9,310.0,
389.3,457.1,217.2,313.5,320.4,
413.5,423.4,189.5,309.4,317.8,
437.4,432.9,227.9,302.4,317.1,
391.0,443.4,226.2,316.6,308.7,
406.0,430.0,250.2,304.0,309.1,
445.0,443.2,194.9,310.1,303.0,
404.4,409.5,235.8,314.8,317.0,
417.9,437.4,223.5,330.0,312.9,
409.3,412.0,226.7,323.0,309.2,
406.2,442.6,216.2,333.7,308.2,
406.1,441.8,234.6,305.0,314.8,
393.2,436.9,206.0,320.7,313.2,
411.5,423.5,232.0,343.9,310.2,
396.2,453.0,236.6,316.6,304.7,
397.2,423.4,176.1,325.7,314.2,
393.4,461.5,221.2,323.3,309.1,
398.3,407.9,218.1,287.6,312.6,
407.7,437.6,216.9,332.9,308.9,
409.3,437.4,192.9,326.9,332.5,
413.6,414.2,230.0,289.6,314.2,
405.5,496.0,221.6,315.8,302.6,
376.2,458.4,221.7,315.5,314.9,
410.6,390.3,222.4,286.2,327.2,
407.2,448.4,215.3,289.8,320.1,
399.2,415.1,214.2,304.7,293.9,
419.5,426.0,226.8,313.2,288.0,
386.1,433.5,217.8,306.4,292.3,
388.6,426.6,199.1,333.4,289.2,
414.6,412.3,226.3,313.1,308.2,
391.6,443.8,232.1,304.0,322.0,
407.5,421.6,220.8,309.4,323.6,
401.6,437.3,217.5,303.2,335.1,
398.6,430.9,205.2,312.9,295.2,
388.9,437.7,217.4,302.3,317.8,
402.0,426.8,224.7,318.2,324.2,
402.9,395.7,221.1,311.8,322.4,
389.8,410.1,214.8,288.1,339.3,
395.4,445.3,220.5,286.5,327.9,
381.1,431.3,212.0,344.5,365.7,
413.2,396.6,206.9,296.6,313.5,
418.9,407.0,222.4,326.3,344.0,
415.9,444.2,218.1,317.1,332.9,
352.7,407.1,246.7,338.5,314.9,
405.5,419.6,211.2,289.5,350.8,
409.3,400.1,245.9,277.1,331.8,
390.9,420.0,221.3,297.8,320.9,
402.8,419.5,233.1,303.1,331.9,
413.6,416.8,213.1,297.0,317.5,
399.7,423.2,212.5,315.0,333.9,
409.8,409.6,214.6,334.4,339.7,
387.0,424.6,206.5,311.1,335.4,
383.7,450.6,218.0,315.8,335.5,
420.4,406.9,203.2,318.7,351.3,
380.8,420.0,201.8,328.5,334.4,
386.7,400.2,194.0,289.6,334.4,
377.3,399.9,213.4,310.5,363.8,
385.3,419.0,198.4,307.2,355.2,
414.0,404.0,199.7,317.9,366.1,
381.6,408.8,200.3,295.6,360.0,
397.8,410.4,216.0,335.8,353.4,
368.2,416.3,187.6,332.6,367.6,
387.1,402.6,196.8,313.0,344.6,
378.9,403.9,201.3,307.8,348.1,
383.5,408.3,227.7,319.1,351.4,
354.9,404.1,172.9,339.3,346.4,
374.3,397.7,183.8,323.1,364.2,
386.1,401.0,193.4,337.9,363.4,
367.1,415.0,196.3,337.5,361.4,
370.0,391.7,180.1,342.7,342.4,
347.7,411.3,180.8,398.2,377.7,
351.3,419.3,214.4,334.0,364.3,
372.9,366.3,189.6,369.4,438.3,
379.1,396.0,174.4,311.1,352.4,
373.5,363.6,265.1,337.8,365.0,
382.1,367.8,198.0,342.3,384.0,
394.7,395.5,186.3,389.4,351.2,
368.0,384.4,222.8,350.5,408.5,
376.2,425.8,210.3,373.6,380.7,
373.9,406.7,239.9,321.7,365.8,
369.0,400.8,203.5,354.2,375.4,
365.6,391.1,219.3,345.0,365.1,
377.2,373.3,206.1,367.6,367.5,
368.8,384.6,216.7,315.3,365.5,
362.5,392.0,214.1,338.8,392.1,
353.7,380.8,191.1,344.5,360.8,
374.0,408.0,218.8,358.8,379.2,
370.7,400.8,199.4,353.3,396.6,
366.2,413.8,224.3,364.4,363.3,
367.3,416.6,209.5,390.2,370.4,
354.4,414.8,184.1,353.4,381.5,
356.4,373.4,189.7,362.3,369.9,
374.8,411.5,187.9,344.5,387.6,
367.7,429.3,207.7,361.7,363.1,
334.6,418.1,209.7,366.1,376.7,
353.5,414.1,223.1,374.8,360.6,
374.2,395.9,207.1,376.3,356.0,
