1350.7,117.8,1169.2,463.9,400.1,893.9,449.5,768.6,443.7,
1355.4,112.6,1168.3,442.5,403.1,896.5,455.3,772.9,442.3,
1364.1,110.6,1163.7,440.9,405.2,893.4,461.1,758.8,449.0,
1377.3,102.7,1152.0,447.1,405.6,893.3,459.6,761.0,448.6,
1377.4,110.9,1147.4,473.3,402.4,899.4,458.2,766.0,449.3,
1370.0,88.3,1154.2,455.9,406.9,889.7,453.6,766.5,449.5,
1377.1,119.1,1150.0,453.3,402.7,896.5,460.4,768.9,441.3,
1367.9,135.0,1144.9,456.1,403.8,896.3,465.8,778.5,452.8,
1353.4,92.7,1144.7,475.2,402.4,894.8,454.2,775.1,448.1,
1399.8,103.8,1151.6,461.3,401.1,890.2,454.4,776.8,451.2,
1374.9,106.6,1179.0,457.7,407.7,889.9,456.2,774.4,448.6,
1352.2,123.5,1159.5,471.5,404.4,893.1,457.2,768.2,449.0,
1374.9,132.4,1135.1,459.4,394.6,895.4,457.2,790.1,450.9,
1400.3,106.6,1160.6,449.7,396.3,895.5,453.7,778.1,451.4,
1395.3,99.1,1134.6,461.4,402.1,886.2,464.1,772.2,448.3,
1389.5,119.1,1141.1,455.3,409.5,889.6,459.0,773.1,452.4,
1382.6,120.4,1153.5,454.4,404.6,900.1,462.8,772.0,450.5,
1378.0,103.8,1136.5,456.0,404.3,900.6,449.0,771.9,433.9,
1385.2,112.2,1164.3,453.4,404.0,887.7,451.7,773.3,444.6,
1386.1,108.7,1156.9,451.3,401.3,892.4,456.5,763.7,439.0,
1367.9,104.3,1159.2,459.3,403.4,894.1,462.1,766.9,451.2,
1372.6,122.2,1143.6,458.9,401.8,904.8,454.2,774.6,452.3,
1366.4,113.0,1163.5,452.8,406.9,907.1,459.7,770.8,449.2,
1382.7,113.7,1168.5,452.5,403.1,896.1,464.2,777.6,443.2,
1367.9,106.7,1160.3,458.4,425.3,901.9,456.1,774.6,438.8,
1367.7,132.7,1167.7,458.2,401.3,894.6,458.0,772.4,445.8,
1377.8,120.6,1168.4,453.7,395.3,894.8,458.7,774.2,441.5,
1413.2,99.1,1178.6,458.8,391.0,893.7,454.1,777.1,444.1,
